disease_signature,library,term,p_value,combined_score,overlap_genes,interpretation
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ARPC1B Down,0.00026869928168489406,254.78484552924482,ALOX5;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,IKBKG Down,0.00027197603300258455,253.33636443944548,ALOX5;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,KCNS3 Down,0.00027527863975250976,251.90151600355355,ALOX5;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CDK17 Up,0.00027860719261813715,250.480118113437,ALOX5;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,HARS Up,0.00027860719261813715,250.480118113437,ALOX5;AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,NIPBL Up,0.00027860719261813715,250.480118113437,FLT3;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MYOM3 Down,0.0002819617822207635,249.0719918115136,FLT3;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ACVR2A Down,0.0002819617822207635,249.0719918115136,ALOX5;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CMTM2 Down,0.0002819617822207635,249.0719918115136,ALOX5;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,FTCD Down,0.0002819617822207635,249.0719918115136,ALOX5;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,INF2 Down,0.0002819617822207635,249.0719918115136,FLT3;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,P2RY14 Down,0.0002853424990472638,247.67696123170427,FLT3;ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,RDH13 Down,0.0002853424990472638,247.67696123170427,ALOX5;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,HEATR9 Up,0.0002853424990472638,247.67696123170427,CTDSP1;ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CSAD Down,0.0002853424990472638,247.67696123170427,ALOX5;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TP53I3 Down,0.0002887494334416459,246.29485353464128,ALOX5;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MTOR Up,0.0002887494334416459,246.29485353464128,FLT3;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,HSD17B7 Down,0.0002887494334416459,246.29485353464128,ALOX5;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,LAP3 Down,0.0002887494334416459,246.29485353464128,AHR;PTPN2;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TFDP2 Down,0.0072258726070103954,91.69869488433835,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TPBGL Down,0.007284664803173953,91.15707927882511,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ZNF300 Down,0.007284664803173953,91.15707927882511,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MCAM Up,0.007284664803173953,91.15707927882511,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MVK Up,0.007284664803173953,91.15707927882511,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,QARS Up,0.007284664803173953,91.15707927882511,FLT3;RELA,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SOCS5 Up,0.007284664803173953,91.15707927882511,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,LILRB5 Down,0.007284664803173953,91.15707927882511,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CDK8 Up,0.00734367713905345,90.62067861983672,MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CST7 Up,0.00734367713905345,90.62067861983672,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,DUSP6 Up,0.00734367713905345,90.62067861983672,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,FUT8 Up,0.00734367713905345,90.62067861983672,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PAOX Up,0.00734367713905345,90.62067861983672,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ST6GALNAC1 Up,0.00734367713905345,90.62067861983672,AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TNFRSF10C Up,0.00734367713905345,90.62067861983672,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,COL8A1 Down,0.00734367713905345,90.62067861983672,MPO;RELA,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MFSD2A Down,0.00734367713905345,90.62067861983672,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CBX1 Up,0.007402909398191527,90.08942197481373,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,DLAT Up,0.007402909398191527,90.08942197481373,FLT3;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TGFBR3 Down,0.007402909398191527,90.08942197481373,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,HTR2A Up,0.007402909398191527,90.08942197481373,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,IGLON5 Up,0.007402909398191527,90.08942197481373,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,IL9R Up,0.007402909398191527,90.08942197481373,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,KCNB1 Up,0.007402909398191527,90.08942197481373,FLT3;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,LRRTM4 Up,0.007402909398191527,90.08942197481373,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SBDS Up,0.007402909398191527,90.08942197481373,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TOB2 Up,0.007402909398191527,90.08942197481373,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ACTB Down,0.007402909398191527,90.08942197481373,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CD247 Down,0.007402909398191527,90.08942197481373,ALOX5;RELA,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,INSC Down,0.007402909398191527,90.08942197481373,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ITGB8 Down,0.007402909398191527,90.08942197481373,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MINDY1 Down,0.007402909398191527,90.08942197481373,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ASH2L Up,0.007462361369690254,89.56323964770384,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ORAI1 Down,0.007462361369690254,89.56323964770384,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,OSBPL6 Down,0.007462361369690254,89.56323964770384,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PCK1 Down,0.007462361369690254,89.56323964770384,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CHD7 Up,0.007462361369690254,89.56323964770384,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SLC4A3 Down,0.007462361369690254,89.56323964770384,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,EOMES Up,0.007462361369690254,89.56323964770384,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SPCS3 Down,0.007462361369690254,89.56323964770384,FLT3;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SPN Down,0.007462361369690254,89.56323964770384,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,STK32B Down,0.007462361369690254,89.56323964770384,HIF1A;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,VEGFA Down,0.007462361369690254,89.56323964770384,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,IL1RL1 Up,0.007462361369690254,89.56323964770384,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,LIPF Up,0.007462361369690254,89.56323964770384,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MSTO1 Up,0.007462361369690254,89.56323964770384,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SCARB2 Up,0.007462361369690254,89.56323964770384,MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SEMA3E Up,0.007462361369690254,89.56323964770384,FLT3;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ABCC3 Down,0.007462361369690254,89.56323964770384,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CHRNA1 Down,0.007462361369690254,89.56323964770384,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,GJD2 Down,0.007462361369690254,89.56323964770384,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,GSTP1 Down,0.007462361369690254,89.56323964770384,MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,HTR6 Down,0.007462361369690254,89.56323964770384,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,A1BG Up,0.007522032837100964,89.04206317962338,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ABL1 Up,0.007522032837100964,89.04206317962338,MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,NAE1 Down,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ALDH3A2 Up,0.007522032837100964,89.04206317962338,ALOX5;PTPN2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ARIH2OS Up,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PDE6A Down,0.007522032837100964,89.04206317962338,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PRF1 Down,0.007522032837100964,89.04206317962338,FLT3;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PRPS1 Down,0.007522032837100964,89.04206317962338,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,CDH6 Up,0.007522032837100964,89.04206317962338,AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SLC26A3 Down,0.007522032837100964,89.04206317962338,FLT3;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SLC2A13 Down,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,SLFN11 Down,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,FCRL5 Up,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TAF1 Down,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,GRIN2D Up,0.007522032837100964,89.04206317962338,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,TSPOAP1 Down,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,GSTA4 Up,0.007522032837100964,89.04206317962338,FLT3;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,HAMP Up,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,HTR6 Up,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,IL10RB Up,0.007522032837100964,89.04206317962338,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ITPRIPL1 Up,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MAK Up,0.007522032837100964,89.04206317962338,MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MANSC1 Up,0.007522032837100964,89.04206317962338,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,MAP4K4 Up,0.007522032837100964,89.04206317962338,FLT3;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,NAP1L4 Up,0.007522032837100964,89.04206317962338,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PCSK9 Up,0.007522032837100964,89.04206317962338,FLT3;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
